Banner Pattern (Creeper Charge),300.72,360.864
Banner Pattern (Skull Charge),60.72,72.864
Banner Pattern (Thing),7619.2992,9143.15904
Banner Pattern (Globe),400,480
Banner Pattern (Snout),500,600
End crystal,263.52,316.224
Spruce Door,7.2,8.64
Birch Door,7.2,8.64
Jungle Door,7.2,8.64
Acacia Door,7.2,8.64
Dark Oak Door,7.2,8.64
Chorus Fruit,5,6
Popped Chorus Fruit,7.2,8.64
Beetroot,0.6,0.72
Beetroot Seeds,0.2,0.24
Beetroot Soup,7.56,9.072
Dragon`s Breath,100,120
Water Splash Potion,18.7104,22.45248
Awkward Splash Potion,45.25248,54.302976
Thick Splash Potion,35.17248,42.206976
Mundane Splash Potion,27.97248,33.566976
Splash Potion of Regeneration (0:33),163.502976,196.2035712
Splash Potion of Swiftness (2:15),56.366976,67.6403712
Splash Potion of Fire Resistance (2:15),95.822976,114.9875712
Splash Potion of Poison (0:33),59.822976,71.7875712
Splash Potion of Healing,72.195456,86.6345472
Splash Potion of Night Vision (2:15),169.602816,203.5233792
Splash Potion of Weakness (1:07),31.60128,37.921536
Splash Potion of Strength (2:15),141.902976,170.2835712
Splash Potion of Slowness (1:07),124.1363712,148.9636454
Splash Potion of Leaping (2:15),84.302976,101.1635712
Splash Potion of Harming,80.9363712,97.12364544
Splash Potion of Water Breathing (2:15),62.702976,75.2435712
Splash Potion of Invisibility (2:15),212.6721792,255.206615
Splash Potion of Turtle Master (0:45),127.502976,153.0035712
Splash Potion of Slow Falling (1:07),62.702976,75.2435712
"Splash Potion of Regeneration (II, 0:16)",208.9235712,250.7082854
"Splash Potion of Swiftness (II, 1:07)",80.3603712,96.43244544
"Splash Potion of Poison (II, 0:16)",84.5075712,101.4090854
Splash Potion of Healing (II),99.3545472,119.2254566
"Splash Potion of Strength (II, 1:07)",183.0035712,219.6042854
"Splash Potion of Leaping (II, 1:07)",113.8835712,136.6602854
Splash Potion of Harming (II),109.8436454,131.8123745
"Splash Potion of Turtle Master (II, 0:23)",165.7235712,198.8682854
Splash Potion of Regeneration (1:30),201.7235712,242.0682854
Splash Potion of Swiftness (6:00),73.1603712,87.79244544
Splash Potion of Fire Resistance (6:00),120.5075712,144.6090854
Splash Potion of Poison (1:30),77.3075712,92.76908544
Splash Potion of Night Vision (6:00),209.0433792,250.852055
Splash Potion of Weakness (3:00),42.715776,51.2589312
Splash Potion of Strenght (6:00),175.8035712,210.9642854
Splash Potion of Slowness (3:00),153.7578854,184.5094625
Splash Potion of Water Breathing (6:00),62.702976,75.2435712
Splash Potion of Invisibility (6:00),260.726615,312.871938
Splash Potion of Turtle Master (2:15),158.5235712,190.2282854
Splash Potion of Slow Falling (3:00),80.7635712,96.91628544
"Splash Potion of Regeneration (II, 0:45)",,
"Splash Potion of Swiftness (II, 3:00)",,
"Splash Potion of Poison (II, 0:45)",,
"Splash Potion of Strength (II, 3:00)",,
Splash Potion of Luck (3:45),135.6,162.72
Spectral Arrow,19.704,23.6448
Arrow of Regeneration,48.97853568,58.77424282
Arrow of Swiftness,29.69405568,35.63286682
Arrow of Fire Resistance,36.79613568,44.15536282
Arrow of Healing,32.54318208,39.0518185
Arrow of Night Vision,50.07650688,60.09180826
Arrow of Strength,45.09053568,54.10864282
Arrow of Leaping,34.72253568,41.66704282
Arrow of Invisibility,57.82899226,69.39479071
Arrow of Poison,30.31613568,36.37936282
Arrow of Weakness,25.2362304,30.28347648
Arrow of Slowness,41.89254682,50.27105618
Arrow of Harming,34.11654682,40.93985618
Arrow of Water Breathing,30.83453568,37.00144282
Arrow of Luck,43.956,52.7472
Arrow of Turtle Master,42.49853568,50.99824282
Arrow of Slow Falling,30.83453568,37.00144282
Awkward Lingering Potion,177.902976,213.4835712
Thick Lingering Potion,165.806976,198.9683712
Mundane Lingering Potion,157.166976,188.6003712
Lingering Potion of Regeneration,319.8035712,383.7642854
Lingering Potion of Swiftness,191.2403712,229.4884454
Lingering Potion of Fire Resistance,238.5875712,286.3050854
Lingering Potion of Poison,195.3875712,234.4650854
Lingering Potion of Healing,210.2345472,252.2814566
Lingering Potion of Night Vision,327.1233792,392.548055
Lingering Potion of Weakness,161.521536,193.8258432
Lingering Potion of Strength,293.8835712,352.6602854
Lingering Potion of Slowness,272.5636454,327.0763745
Lingering Potion of Leaping,224.7635712,269.7162854
Lingering Potion of Harming,220.7236454,264.8683745
Lingering Potion of Water Breathing,198.8435712,238.6122854
Lingering Potion of Invisibility,378.806615,454.567938
Lingering Potion of Luck,286.32,343.584
Lingering Potion of Turtle Master,276.6035712,331.9242854
Lingering Potion of Slow Falling,198.8435712,238.6122854
Shield,44.64,53.568
Elytra,1000,1200
Spruce Boat,18,21.6
Birch Boat,18,21.6
Jungle Boat,18,21.6
Acacia Boat,18,21.6
Dark Oak Boat,18,21.6
Totem of Undying,500,600
Shulker Shell,25,30
Iron Nugget,2,2.4
Knowledge Book,,
Kelp,1,1.2
Dried Kelp,2.4,2.88
Dried Kelp Block,25.92,31.104
Sea Grass,2.5,3
Turtle Egg,5,6
Trident,100,120
Scute,10,12
Turtle Shell,50,60
Bucket of Cod,86.544,103.8528
Bucket of Salmon,86.844,104.2128
Bucket of Tropical Fish,84.744,101.6928
Bucket of Puffer Fish,88.944,106.7328
Tube Coral Block,10,12
Brain Coral Block,10,12
Bubble Coral Block,10,12
Fire Coral Block,10,12
Horn Coral Block,10,12
Dead Tube Coral Block,3,3.6
Dead Brain Coral Block,3,3.6
Dead Bubble Coral Block,3,3.6
Dead Fire Coral Block,3,3.6
Dead Horn Coral Block,3,3.6
Tube Coral,3,3.6
Brain Coral,3,3.6
Bubble Coral,3,3.6
Fire Coral,3,3.6
Horn Coral,3,3.6
Dead Tube Coral,1,1.2
Dead Brain Coral,1,1.2
Dead Bubble Coral,1,1.2
Dead Fire Coral,1,1.2
Dead Horn Coral,1,1.2
Tube Coral Fan,3,3.6
Brain Coral Fan,3,3.6
Bubble Coral Fan,3,3.6
Fire Coral Fan,3,3.6
Horn Coral Fan,3,3.6
Dead Tube Coral Fan,1,1.2
Dead Brain Coral Fan,1,1.2
Dead Bubble Coral Fan,1,1.2
Dead Fire Coral Fan,1,1.2
Dead Horn Coral Fan,1,1.2
Phantom Membrane,5,6
Sea Pickle,3,3.6
Blue Ice,816.48,979.776
Heart of the Sea,1000,1200
Nautilus Shell,50,60
Conduit,1680,2016
Bamboo,0.1,0.12
Loom,10.8,12.96
Crossbow,50.4,60.48
Suspicious Stew,10,12
Barrel,25.92,31.104
Bell,1800,2160
Blast Furnace,141.408,169.6896
Smoker,25.92,31.104
Cartography Table,15.84,19.008
Fletching Table,15.6,18.72
Smithing Table,60.48,72.576
Stonecutter,31.68,38.016
Grindstone,15.408,18.4896
Lectern,82.7712,99.32544
Scaffolding,2.52,3.024
Lantern,22.728,27.2736
Jigsaw Block,,
Sweet Berries,0.5,0.6
Campfire,26.88,32.256
Composter,15.12,18.144
Soul Campfire,66.6,79.92
Bee Nest,10,12
Beehive,25.2,30.24
Pseudo Honey,1,1.2
Honey Bottle,3.792,4.5504
Honeycomb,1,1.2
Honey Block,4.8,5.76
Honeycomb Block,4.8,5.76
Ancient Debris,700,840
Netherite Scrap,841.2,1009.44
Netherite Ingot,4331.52,5197.824
Netherite Block,46780.416,56136.4992
Basalt,10,12
Polished Basalt,12,14.4
Crimson Fungus,1.25,1.5
Warped Fungus,1.25,1.5
Crimson Stem,12.5,15
Warped Stem,12.5,15
Stripped Crimson Stem,12.5,15
Stripped Warped Stem,12.5,15
Crimson Hyphae,20,24
Warped Hyphae,20,24
Stripped Crimson Hyphae,12.5,15
Stripped Warped Hyphae,12.5,15
Crimson Planks,3.75,4.5
Crimson Slab,2.25,2.7
Crimson Stairs,6.75,8.1
Crimson Fence,7.44,8.928
Crimson Fence Gate,17.64,21.168
Crimson Pressure Plate,9,10.8
Crimson Button,4.5,5.4
Crimson Door,9,10.8
Crimson Trapdoor,13.5,16.2
Crimson Sign,9.72,11.664
Warped Planks,3.75,4.5
Warped Slab,2.25,2.7
Warped Stairs,6.75,8.1
Warped Fence,7.44,8.928
Warped Fence Gate,17.64,21.168
Warped Pressure Plate,9,10.8
Warped Button,4.5,5.4
Warped Door,9,10.8
Warped Trapdoor,13.5,16.2
Warped Sign,9.72,11.664
Crimson Nylium,10,12
Warped Nylium,10,12
Nether Sprouts,0.25,0.3
Shroomlight,15,18
Crimson Roots,0.25,0.3
Warped Roots,0.25,0.3
Soul Soil,10,12
Soul Torch,14.16,16.992
Soul Lantern,36.192,43.4304
Warped Wart Block,15,18
Weeping Vines,5,6
Netherite Helmet,8797.824,10557.3888
Netherite Chestplate,10957.824,13149.3888
Netherite Leggings,10237.824,12285.3888
Netherite Boots,8077.824,9693.3888
Netherite Sword,6640.416,7968.4992
Netherite Shovel,5923.008,7107.6096
Netherite Pickaxe,7363.008,8835.6096
Netherite Axe,7363.008,8835.6096
Netherite Hoe,6643.008,7971.6096
Crying Obsidian,100,120
Target,159.12,190.944
Nether Gold Ore,50,60
Twisting Vines,5,6
Respawn Anchor,858.24,1029.888
Lodestone,5237.63712,6285.164544
Warped Fungus on a Stick,13.596,16.3152
Blackstone,1.5,1.8
Polished Blackstone,1.8,2.16
Chiseled Polished Blackstone,2.592,3.1104
Blackstone Slab,0.9,1.08
Polished Blackstone Slab,1.08,1.296
Polished Blackstone Bricks Slab,1.296,1.5552
Polished Blackstone Bricks,2.16,2.592
Cracked Polished Blackstone Bricks,3.792,4.5504
Blackstone Stairs,2.7,3.24
Polished Blackstone Stairs,3.24,3.888
Polished Blackstone Bricks Stairs,3.888,4.6656
Blackstone Wall,1.8,2.16
Polished Blackstone Wall,2.16,2.592
Polished Blackstone Bricks Wall,2.592,3.1104
Polished Blackstone Button,2.16,2.592
Polished Blackstone Pressure Plate,4.32,5.184
Gilded Blackstone,25,30
Chain,27.84,33.408
Music Disk (13),100,120
Music Disk (Cat),100,120
Music Disk (Blocks),100,120
Music Disk (Chirp),100,120
Music Disk (Far),100,120
Music Disk (Mall),100,120
Music Disk (Mellohi),100,120
Music Disk (Stal),100,120
Music Disk (Strad),100,120
Music Disk (Ward),100,120
Music Disk (11),100,120
Music Disk (Wait),100,120
Music Disk (Pigstep),250,300
